ID,No. of Trucks,Received Date,Data Source,Manifest of,Description of Cargo,Cargo Category,Status,Quantity,Units,Donating Country/ Organization,Donation Type,Crossing,Destination Recipient/ Partner,Data Period,Data Entry Type,Last Edited Time,,,,,,,,
45794,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Rice + Flour,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45795,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45796,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses,Non-Food Items,Received,30,Pallets,IOM,Humanitarian - UN,Kerem Shalom,IOM,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45797,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45798,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items + Food Parcels,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45799,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Milk,Food Items,Received,20,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45800,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses,Non-Food Items,Received,16,Pallets,ICRC,Humanitarian - INGO,Kerem Shalom,ICRC,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45801,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45802,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Eggs,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45803,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45804,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,18,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45805,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,21,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45806,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,1,Truck,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45807,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Water,Food Items,Received,1,Truck,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45808,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Sugar,Food Items,Received,20,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45809,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Animal Fodder,Non-Food Items,Received,16,Pallets,FAO,Humanitarian - UN,Kerem Shalom,FAO,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45810,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45811,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses + Food Parcels,Mixed Items,Received,26,Pallets,ICRC,Humanitarian - INGO,Kerem Shalom,ICRC,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45812,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,18,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45813,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45814,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Eggs + Lentils + Kitchen Utensils,Mixed Items,Received,16,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45815,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,20,Pallets,ICRC,Humanitarian - INGO,Kerem Shalom,ICRC,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45816,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items + Water Tanks,Mixed Items,Received,16,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45817,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45818,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Sugar,Food Items,Received,27,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45819,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45820,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,16,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45821,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45822,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45823,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses + Pillows,Non-Food Items,Received,28,Pallets,IOM + UNOPS,Humanitarian - UN,Kerem Shalom,IOM + UNOPS,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45824,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45825,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45826,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45827,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45828,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45829,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45830,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45831,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,30,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45832,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,36,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45833,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Onions,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45834,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Biscuits,Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45835,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Juice,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45836,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Hygiene Kits,Non-Food Items,Received,22,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45837,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Cheese,Food Items,Received,27,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45838,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45839,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,26,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45840,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Lentils,Food Items,Received,23,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45841,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45842,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45843,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45844,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,32,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45845,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45846,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Onions,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45847,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45848,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,30,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45849,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Cheese,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45850,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45851,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45852,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45853,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45854,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Onions,Food Items,Received,20,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45855,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45856,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,28,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45857,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45858,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45859,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45860,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,28,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45861,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45862,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45863,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45864,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Biscuits + Food Parcels,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45865,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45866,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45867,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45868,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Canned Food + Water Tanks,Mixed Items,Received,24,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45869,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45870,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45871,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45872,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45873,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45874,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,16,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45875,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45876,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45877,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Lentils,Food Items,Received,32,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45878,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45879,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Oil,Food Items,Received,20,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45880,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45881,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45882,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45883,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Diapers,Non-Food Items,Received,17,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45884,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Sugar,Food Items,Received,18,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45885,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45886,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,18,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45887,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Biscuits,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45888,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45889,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Sugar,Food Items,Received,20,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45890,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,16,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45891,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45892,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,18,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45893,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Juice,Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45894,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items + Kitchen Utensils,Mixed Items,Received,22,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45895,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses,Non-Food Items,Received,26,Pallets,UNOPS,Humanitarian - UN,Kerem Shalom,UNOPS,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45896,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,18,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45897,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Cheese,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45898,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Items,Food Items,Received,14,Pallets,ANERA,Humanitarian - INGO,Kerem Shalom,ANERA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45899,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,23,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45900,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45901,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45902,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Flour,Food Items,Received,1,Truck,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45903,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Mattresses,Non-Food Items,Received,20,Pallets,UNOPS,Humanitarian - UN,Kerem Shalom,UNOPS,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
45904,1,2024-05-03,UNRWA,Non-Manifest (2024-05-03),Food Parcels,Food Items,Received,28,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-05-03 20:56:07,,,,,,,,
